serial_number,file_date,time_sec,bv_volts,t_deg_c,do_mg_l,q,logger_type
7450-258953,2022-05-26T22:20:00Z,1653626400,3.45,14.615, +9.307,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653626700,3.45,14.537, +9.311,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653627000,3.45,14.451, +9.331,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653627300,3.45,14.373, +9.352,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653627600,3.45,14.33, +9.358,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653627900,3.45,14.33, +9.352,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653628200,3.45,14.373, +9.341,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653628500,3.45,14.407, +9.326,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653628800,3.45,14.407, +9.327,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653629100,3.45,14.416, +9.322,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653629400,3.45,14.381, +9.320,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653629700,3.45,14.321, +9.333,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653630000,3.45,14.269, +9.343,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653630300,3.45,14.208, +9.353,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653630600,3.45,14.174, +9.357,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653630900,3.45,14.13, +9.366,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653631200,3.45,14.104, +9.365,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653631500,3.45,14.078, +9.370,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653631800,3.45,14.026, +9.383,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653632100,3.45,13.965, +9.378,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653632400,3.45,13.913, +9.384,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653632700,3.45,13.87, +9.405,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653633000,3.45,13.887, +9.384,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653633300,3.45,13.905, +9.380,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653633600,3.45,13.87, +9.383,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653633900,3.45,13.818, +9.397,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653634200,3.45,13.791, +9.399,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653634500,3.45,13.783, +9.402,0.969,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653634800,3.45,13.748, +9.403,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653635100,3.45,13.73, +9.400,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653635400,3.45,13.73, +9.399,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653635700,3.45,13.678, +9.417,0.969,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653636000,3.45,13.635, +9.418,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653636300,3.45,13.6, +9.420,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653636600,3.45,13.565, +9.428,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653636900,3.45,13.53, +9.421,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653637200,3.45,13.521, +9.426,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653637500,3.45,13.469, +9.437,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653637800,3.45,13.451, +9.434,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653638100,3.45,13.443, +9.436,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653638400,3.45,13.399, +9.438,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653638700,3.45,13.355, +9.432,0.967,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653639000,3.45,13.347, +9.458,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653639300,3.45,13.312, +9.453,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653639600,3.45,13.285, +9.462,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653639900,3.45,13.294, +9.474,0.969,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653640200,3.45,13.303, +9.466,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653640500,3.45,13.312, +9.454,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653640800,3.45,13.285, +9.455,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653641100,3.45,13.242, +9.478,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653641400,3.45,13.242, +9.466,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653641700,3.45,13.259, +9.474,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653642000,3.45,13.259, +9.468,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653642300,3.45,13.224, +9.480,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653642600,3.45,13.207, +9.484,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653642900,3.45,13.215, +9.472,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653643200,3.45,13.189, +9.484,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653643500,3.45,13.163, +9.479,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653643800,3.45,13.154, +9.485,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653644100,3.45,13.128, +9.480,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653644400,3.45,13.11, +9.492,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653644700,3.45,13.075, +9.501,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653645000,3.45,13.049, +9.495,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653645300,3.45,13.022, +9.508,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653645600,3.45,13.014, +9.503,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653645900,3.45,12.979, +9.507,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653646200,3.45,12.996, +9.507,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653646500,3.45,12.987, +9.509,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653646800,3.45,12.97, +9.509,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653647100,3.45,12.961, +9.498,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653647400,3.45,12.943, +9.509,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653647700,3.45,12.935, +9.495,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653648000,3.45,12.917, +9.512,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653648300,3.45,12.882, +9.520,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653648600,3.45,12.847, +9.524,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653648900,3.45,12.856, +9.514,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653649200,3.45,12.829, +9.525,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653649500,3.45,12.812, +9.519,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653649800,3.45,12.794, +9.524,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653650100,3.45,12.627, +9.546,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653650400,3.45,12.679, +9.556,0.969,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653650700,3.45,12.679, +9.528,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653651000,3.45,12.565, +9.553,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653651300,3.45,12.512, +9.581,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653651600,3.45,12.565, +9.566,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653651900,3.45,12.459, +9.592,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653652200,3.45,12.485, +9.584,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653652500,3.45,12.45, +9.590,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653652800,3.45,12.37, +9.606,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653653100,3.45,12.388, +9.607,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653653400,3.45,12.432, +9.598,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653653700,3.45,12.415, +9.594,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653654000,3.45,12.45, +9.578,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653654300,3.45,12.432, +9.585,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653654600,3.45,12.441, +9.584,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653654900,3.45,12.441, +9.574,0.967,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653655200,3.45,12.432, +9.574,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653655500,3.45,12.441, +9.571,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653655800,3.45,12.459, +9.582,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653656100,3.45,12.415, +9.571,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653656400,3.45,12.388, +9.580,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653656700,3.45,12.406, +9.569,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653657000,3.45,12.521, +9.543,0.967,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653657300,3.45,12.6, +9.538,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653657600,3.45,12.618, +9.534,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653657900,3.45,12.627, +9.527,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653658200,3.45,12.627, +9.544,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653658500,3.45,12.53, +9.505,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653658800,3.45,13.233, +9.322,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653659100,3.45,15.114, +8.953,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653659400,3.45,15.843, +8.790,0.967,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653659700,3.45,16.073, +8.752,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653660000,3.44,16.252, +8.722,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653660300,3.44,16.397, +8.692,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653660600,3.44,16.558, +8.650,0.967,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653660900,3.44,16.669, +8.631,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653661200,3.44,16.754, +8.613,0.967,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653661500,3.45,16.822, +8.607,0.967,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653661800,3.45,16.923, +8.596,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653662100,3.45,17, +8.579,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653662400,3.45,17.076, +8.564,0.967,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653662700,3.44,17.169, +8.551,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653663000,3.44,17.228, +8.538,0.967,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653663300,3.44,17.313, +8.522,0.967,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653663600,3.44,17.634, +8.447,0.968,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653663900,3.44,18.368, +8.320,0.969,MiniDOt
7450-258953,2022-05-26T22:20:00Z,1653664200,3.44,18.604, +8.282,0.968,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653603900,3.47,16.965, +9.234,0.942,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653604200,3.46,15.627, +9.538,0.945,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653604500,3.46,15.353, +9.485,0.946,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653604800,3.46,15.267, +9.488,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653605100,3.46,15.438, +9.490,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653605400,3.46,15.507, +9.552,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653605700,3.46,15.541, +9.478,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653606000,3.46,15.567, +9.482,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653606300,3.46,15.55, +9.447,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653606600,3.46,15.498, +9.443,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653606900,3.46,15.516, +9.442,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653607200,3.46,15.533, +9.440,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653607500,3.46,15.635, +9.423,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653607800,3.46,15.704, +9.387,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653608100,3.47,15.738, +9.404,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653608400,3.46,15.721, +9.389,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653608700,3.46,15.687, +9.385,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653609000,3.46,15.653, +9.404,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653609300,3.46,15.644, +9.494,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653609600,3.46,15.661, +9.433,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653609900,3.46,15.661, +9.475,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653610200,3.46,15.678, +9.483,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653610500,3.46,15.678, +9.439,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653610800,3.46,15.67, +9.404,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653611100,3.46,15.687, +9.404,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653611400,3.46,15.67, +9.488,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653611700,3.46,15.644, +9.437,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653612000,3.46,15.635, +9.442,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653612300,3.46,15.55, +9.432,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653612600,3.46,15.533, +9.422,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653612900,3.46,15.558, +9.401,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653613200,3.46,15.567, +9.396,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653613500,3.46,15.533, +9.410,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653613800,3.46,15.524, +9.390,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653614100,3.46,15.498, +9.413,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653614400,3.46,15.498, +9.396,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653614700,3.46,15.447, +9.405,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653615000,3.46,15.438, +9.398,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653615300,3.46,15.43, +9.389,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653615600,3.46,15.301, +9.416,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653615900,3.46,15.25, +9.432,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653616200,3.46,15.241, +9.416,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653616500,3.46,15.241, +9.432,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653616800,3.46,15.215, +9.421,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653617100,3.46,15.198, +9.432,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653617400,3.46,15.198, +9.432,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653617700,3.46,15.189, +9.430,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653618000,3.46,15.198, +9.422,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653618300,3.46,15.172, +9.417,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653618600,3.46,15.146, +9.431,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653618900,3.46,15.155, +9.418,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653619200,3.46,15.138, +9.417,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653619500,3.46,15.146, +9.427,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653619800,3.46,15.146, +9.418,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653620100,3.46,15.112, +9.420,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653620400,3.46,15.086, +9.418,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653620700,3.46,15.06, +9.433,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653621000,3.46,15.026, +9.436,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653621300,3.46,15.043, +9.414,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653621600,3.46,15.009, +9.425,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653621900,3.46,14.992, +9.421,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653622200,3.46,14.957, +9.435,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653622500,3.46,14.94, +9.427,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653622800,3.46,14.905, +9.443,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653623100,3.46,14.88, +9.434,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653623400,3.46,14.854, +9.441,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653623700,3.46,14.845, +9.433,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653624000,3.46,14.854, +9.420,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653624300,3.46,14.828, +9.425,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653624600,3.46,14.793, +9.431,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653624900,3.46,14.75, +9.433,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653625200,3.46,14.69, +9.438,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653625500,3.46,14.664, +9.448,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653625800,3.46,14.638, +9.455,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653626100,3.46,14.629, +9.444,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653626400,3.46,14.621, +9.430,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653626700,3.46,14.543, +9.441,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653627000,3.46,14.439, +9.454,0.947,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653627300,3.46,14.344, +9.481,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653627600,3.46,14.327, +9.478,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653627900,3.46,14.344, +9.484,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653628200,3.46,14.361, +9.478,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653628500,3.46,14.448, +9.452,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653628800,3.46,14.422, +9.460,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653629100,3.46,14.413, +9.454,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653629400,3.46,14.396, +9.461,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653629700,3.46,14.353, +9.466,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653630000,3.46,14.249, +9.479,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653630300,3.46,14.214, +9.479,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653630600,3.46,14.179, +9.482,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653630900,3.46,14.171, +9.475,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653631200,3.46,14.127, +9.499,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653631500,3.46,14.084, +9.503,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653631800,3.46,14.049, +9.500,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653632100,3.46,13.971, +9.514,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653632400,3.46,13.936, +9.514,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653632700,3.46,13.901, +9.518,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653633000,3.46,13.919, +9.527,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653633300,3.46,13.945, +9.511,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653633600,3.46,13.892, +9.510,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653633900,3.46,13.84, +9.525,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653634200,3.46,13.788, +9.538,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653634500,3.46,13.762, +9.537,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653634800,3.46,13.771, +9.528,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653635100,3.46,13.736, +9.539,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653635400,3.46,13.727, +9.539,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653635700,3.46,13.692, +9.535,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653636000,3.46,13.666, +9.548,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653636300,3.46,13.631, +9.546,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653636600,3.46,13.596, +9.548,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653636900,3.46,13.587, +9.555,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653637200,3.46,13.535, +9.559,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653637500,3.46,13.483, +9.573,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653637800,3.46,13.448, +9.579,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653638100,3.46,13.421, +9.585,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653638400,3.46,13.395, +9.581,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653638700,3.46,13.36, +9.579,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653639000,3.46,13.334, +9.593,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653639300,3.46,13.316, +9.587,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653639600,3.46,13.29, +9.588,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653639900,3.46,13.29, +9.583,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653640200,3.46,13.325, +9.582,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653640500,3.46,13.316, +9.572,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653640800,3.46,13.299, +9.579,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653641100,3.46,13.273, +9.592,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653641400,3.46,13.238, +9.587,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653641700,3.46,13.264, +9.587,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653642000,3.46,13.255, +9.589,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653642300,3.46,13.255, +9.584,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653642600,3.46,13.238, +9.580,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653642900,3.46,13.229, +9.581,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653643200,3.46,13.194, +9.594,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653643500,3.46,13.176, +9.591,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653643800,3.46,13.132, +9.607,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653644100,3.46,13.132, +9.594,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653644400,3.46,13.106, +9.603,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653644700,3.46,13.08, +9.613,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653645000,3.46,13.053, +9.621,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653645300,3.46,13.036, +9.613,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653645600,3.46,13.027, +9.610,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653645900,3.46,13.001, +9.622,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653646200,3.46,12.992, +9.617,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653646500,3.46,12.983, +9.623,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653646800,3.46,12.974, +9.606,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653647100,3.46,12.957, +9.615,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653647400,3.46,12.939, +9.604,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653647700,3.46,12.913, +9.616,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653648000,3.46,12.913, +9.620,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653648300,3.46,12.886, +9.612,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653648600,3.46,12.877, +9.609,0.948,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653648900,3.46,12.86, +9.622,0.949,MiniDOt
7450-272507,2022-05-26T22:25:00Z,1653649200,3.46,12.833, +9.615,0.948,MiniDOt
