united_code,lake,date,year,month,jd,time,depth,light_percent,light_situ,log_e_light,flag
224_2015-05-26,224,2015-05-26,2015,5,146,8:50:00,6,14.50631727,155,5.043425117,no
224_2015-05-26,224,2015-05-26,2015,5,146,8:50:00,7,11.41787553,122,4.804021045,no
224_2015-05-26,224,2015-05-26,2015,5,146,8:50:00,8,8.984557791,96,4.564348191,no
224_2015-05-26,224,2015-05-26,2015,5,146,8:50:00,9,6.6448292,71,4.262679877,no
224_2015-05-26,224,2015-05-26,2015,5,146,8:50:00,10,4.679457183,50,3.912023005,no
224_2015-05-26,224,2015-05-26,2015,5,146,8:50:00,11,3.556387459,38,3.63758616,no
224_2015-05-26,224,2015-05-26,2015,5,146,8:50:00,12,2.246139448,24,3.17805383,no
224_2015-05-26,224,2015-05-26,2015,5,146,8:50:00,13,1.450631727,15.5,2.740840024,no
224_2015-05-26,224,2015-05-26,2015,5,146,8:50:00,14,0.804866635,8.6,2.151762203,no
224_2015-06-09,224,2015-06-09,2015,6,160,7:35:00,0,100,98.5,4.590056548,no
224_2015-06-09,224,2015-06-09,2015,6,160,7:35:00,0.5,71.06598985,70,4.248495242,no
224_2015-06-09,224,2015-06-09,2015,6,160,7:35:00,1,57.8680203,57,4.043051268,no
224_2015-06-09,224,2015-06-09,2015,6,160,7:35:00,2,55.83756345,55,4.007333185,no
224_2015-06-09,224,2015-06-09,2015,6,160,7:35:00,3,48.73096447,48,3.871201011,no
224_2015-06-09,224,2015-06-09,2015,6,160,7:35:00,4,41.62436548,41,3.713572067,no
224_2015-06-09,224,2015-06-09,2015,6,160,7:35:00,5,34.5177665,34,3.526360525,no
224_2015-06-09,224,2015-06-09,2015,6,160,7:35:00,6,27.41116751,27,3.295836866,no
224_2015-06-09,224,2015-06-09,2015,6,160,7:35:00,7,20.30456853,20,2.995732274,no
224_2015-06-09,224,2015-06-09,2015,6,160,7:35:00,8,15.2284264,15,2.708050201,no
224_2015-06-09,224,2015-06-09,2015,6,160,7:35:00,9,11.16751269,11,2.397895273,no
224_2015-06-09,224,2015-06-09,2015,6,160,7:35:00,10,8.527918782,8.4,2.128231706,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,0,100,1336,7.197435354,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,0.5,86.22754491,1152,7.049254841,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,1,74.9251497,1001,6.908754779,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,2,49.02694611,655,6.484635236,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,3,39.74550898,531,6.274762021,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,4,29.79041916,398,5.986452005,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,5,22.60479042,302,5.710427017,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,6,18.33832335,245,5.501258211,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,7,15.71856287,210,5.347107531,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,8,11.75149701,157,5.056245805,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,9,9.580838323,128,4.852030264,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,10,7.48502994,100,4.605170186,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,11,5.464071856,73,4.290459441,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,12,3.967065868,53,3.970291914,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,13,2.619760479,35,3.555348061,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,14,1.721556886,23,3.135494216,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,15,1.047904192,14,2.63905733,no
224_2015-06-23,224,2015-06-23,2015,6,174,8:10:00,16,0.636227545,8.5,2.140066163,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,0,100,1189,7.080867897,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,0.5,99.32716569,1181,7.074116816,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,1,71.32043734,848,6.742880636,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,2,44.23885618,526,6.265301213,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,3,33.72582002,401,5.993961427,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,4,22.70815812,270,5.598421959,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,5,20.77375946,247,5.509388337,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,6,15.13877208,180,5.192956851,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,7,12.11101766,144,4.9698133,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,8,8.999158957,107,4.672828834,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,9,7.485281749,89,4.48863637,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,10,5.130361648,61,4.110873864,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,11,4.625735913,55,4.007333185,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,12,3.027754415,36,3.583518938,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,13,2.186711522,26,3.258096538,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,14,1.429772918,17,2.833213344,no
224_2015-07-07,224,2015-07-07,2015,7,188,7:30:00,15,0.883095038,10.5,2.351375257,no
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,0,100,1268,7.145196135,no
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,0.5,78.07,990,6.897704943,no
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,1,60.8,771,6.647688374,no
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,2,48.42,614,6.419994928,no
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,3,36.43,462,6.135564891,no
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,4,20.82,264,5.575949103,no
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,5,16.32,207,5.332718793,no
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,6,8.517,108,4.682131227,no
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,7,12.22,155,5.043425117,yes
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,8,4.022,51,3.931825633,yes
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,9,7.886,100,4.605170186,yes
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,10,4.179,53,3.970291914,no
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,11,1.419,18,2.890371758,no
224_2015-07-21,224,2015-07-21,2015,7,202,7:50:00,12,0.946,12,2.48490665,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,0,100,368.5,5.909440712,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,0.5,59.97286296,221,5.398162702,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,1,50.74626866,187,5.231108617,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,2,39.34871099,145,4.976733742,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,3,32.02170963,118,4.770684624,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,4,26.3229308,97,4.574710979,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,5,21.16689281,78,4.356708827,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,6,17.0963365,63,4.143134726,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,7,13.29715061,49,3.891820298,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,8,10.5834464,39,3.663561646,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,9,8.412483039,31,3.433987204,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,10,6.241519674,23,3.135494216,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,11,4.613297151,17,2.833213344,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,12,3.527815468,13,2.564949357,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,13,2.605156038,9.6,2.261763098,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,14,1.899592944,7,1.945910149,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,15,1.411126187,5.2,1.648658626,no
224_2015-08-05,224,2015-08-05,2015,8,217,7:49:00,16,0.949796472,3.5,1.252762968,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,0,100,149,5.003946306,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,0.5,59.06040268,88,4.477336814,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,1,57.04697987,85,4.442651256,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,2,42.95302013,64,4.158883083,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,3,36.24161074,54,3.988984047,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,4,30.20134228,45,3.80666249,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,5,24.16107383,36,3.583518938,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,6,19.46308725,29,3.36729583,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,7,14.76510067,22,3.091042453,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,8,10.73825503,16,2.772588722,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,9,8.053691275,12,2.48490665,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,10,6.046979866,9.01,2.198335072,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,11,4.362416107,6.5,1.871802177,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,12,2.684563758,4,1.386294361,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,13,2.348993289,3.5,1.252762968,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,14,1.812080537,2.7,0.993251773,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,15,1.275167785,1.9,0.641853886,no
224_2015-08-19,224,2015-08-19,2015,8,231,8:30:00,16,0.872483221,1.3,0.262364264,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,0,100,1210,7.098375639,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,0.5,76.85950413,930,6.835184586,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,1,55.37190083,670,6.507277712,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,2,42.80991736,518,6.249975242,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,3,35.53719008,430,6.063785209,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,4,26.28099174,318,5.762051383,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,5,19.83471074,240,5.480638923,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,6,16.03305785,194,5.267858159,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,7,12.56198347,152,5.023880521,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,8,8.925619835,108,4.682131227,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,9,6.363636364,77,4.343805422,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,10,4.79338843,58,4.060443011,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,11,3.223140496,39,3.663561646,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,12,2.231404959,27,3.295836866,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,13,1.73553719,21,3.044522438,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,14,1.404958678,17,2.833213344,no
224_2015-09-01,224,2015-09-01,2015,9,244,10:15:00,15,0.909090909,11,2.397895273,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,0,100,94.5,4.548599834,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,0.5,49.73544974,47,3.850147602,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,1,39.15343915,37,3.610917913,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,2,28.57142857,27,3.295836866,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,3,25.3968254,24,3.17805383,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,4,21.69312169,20.5,3.020424886,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,5,17.46031746,16.5,2.803360381,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,6,14.07407407,13.3,2.587764035,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,7,11.85185185,11.2,2.415913778,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,8,9.788359788,9.25,2.224623552,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,9,7.661375661,7.24,1.979621206,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,10,5.534391534,5.23,1.654411278,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,11,4.042328042,3.82,1.340250423,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,12,2.677248677,2.53,0.928219303,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,13,1.925925926,1.82,0.598836501,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,14,1.46031746,1.38,0.322083499,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,15,1.149206349,1.086,0.082501222,no
224_2015-09-15,224,2015-09-15,2015,9,258,8:04:00,16,0.858201058,0.811,-0.209487225,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,0,100,962.5,6.869534066,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,0.5,72.83116883,701,6.552507887,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,1,55.68831169,536,6.284134161,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,2,43.74025974,421,6.042632834,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,3,29.19480519,281,5.638354669,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,4,23.58441558,227,5.424950017,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,5,20.05194805,193,5.262690189,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,6,13.4025974,129,4.859812404,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,7,10.28571429,99,4.59511985,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,8,7.168831169,69,4.234106505,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,9,6.12987013,59,4.077537444,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,10,4.124675325,39.7,3.681351188,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,11,3.075324675,29.6,3.387774361,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,12,2.082077922,20.04,2.997730276,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,13,1.485714286,14.3,2.660259537,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,14,1.122077922,10.8,2.379546134,no
224_2015-09-29,224,2015-09-29,2015,9,272,10:16:00,15,0.776103896,7.47,2.010894999,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,0,100,417,6.033086222,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,0.5,53.71,224,5.411646052,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,1,45.8,191,5.252273428,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,2,27.81,116,4.753590191,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,3,17.98,75,4.317488114,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,4,13.18,55,4.007333185,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,5,9.832,41,3.713572067,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,6,6.954,29,3.36729583,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,7,5.275,22,3.091042453,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,8,3.836,16,2.772588722,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,9,2.637,11,2.397895273,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,10,2.038,8.5,2.140066163,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,11,1.486,6.2,1.824549292,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,12,1.103,4.6,1.526056303,no
224_2015-11-09,224,2015-11-09,2015,11,313,15:13:00,13,0.815,3.4,1.223775432,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,0,100,1400.55,7.244620296,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,0.5,115,1456.387,7.28371399,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,1,62.74,794.1646,6.677290745,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,2,42.88,542.8467,6.29682696,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,3,27.89,353.1017,5.866756117,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,4,21.64,273.9365,5.612896328,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,5,13.6,172.1528,5.148382455,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,6,10.12,128.1721,4.853373892,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,7,6.651,84.1915,4.433093966,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,8,4.765,60.3163,4.099602382,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,9,3.176,40.21087,3.694137357,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,10,2.084,26.38838,3.272923762,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,11,1.389,17.59225,2.867458464,no
224_2016-05-03,224,2016-05-03,2016,5,124,14:10:00,12,1.012,12.81721,2.550788799,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,0,100,1424.4,7.261505951,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,0.5,60.26,771.546,6.648396294,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,1,53.49,684.8413,6.529187133,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,2,39.45,505.149,6.224853435,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,3,29.54,378.2335,5.93551173,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,4,20.21,258.8575,5.556277717,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,5,13.44,172.1528,5.148382455,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,6,9.52,121.8892,4.803112435,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,7,5.987,76.65196,4.339275176,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,8,4.024,51.52017,3.941973381,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,9,2.551,32.67133,3.486497935,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,10,1.472,18.84884,2.936451374,no
224_2016-05-17,224,2016-05-17,2016,5,138,8:16:00,11,1.001,12.81721,2.550788799,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,0,100,153.3,5.032396786,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,0.5,74.99,103.0403,4.635120174,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,1,48.47,66.59924,4.198693166,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,2,35.66,49.00699,3.891962941,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,3,29.26,40.21087,3.694137357,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,4,26.52,36.4411,3.595697259,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,5,21.03,28.90156,3.363895573,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,6,16.46,22.61861,3.118773019,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,7,12.52,17.21528,2.845797362,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,8,8.871,12.18892,2.500527342,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,9,5.944,8.167832,2.100203513,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,10,3.932,5.403335,1.687016356,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,11,3.018,4.146746,1.42232393,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,12,1.984,2.726799,1.003128394,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,13,1.371,1.884884,0.633866281,no
224_2016-05-31,224,2016-05-31,2016,5,152,9:34:00,14,0.951,1.306853,0.267621957,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,0,100,1049.95,6.956497823,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,0.5,92.62,874.5864,6.773751089,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,1,60.95,575.518,6.355270505,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,2,47.91,452.3723,6.114505513,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,3,35.93,339.2792,5.826823367,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,4,25.81,243.7784,5.496259616,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,5,22.22,209.8505,5.346395372,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,6,18.23,172.1528,5.148382455,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,7,13.04,123.1458,4.813369019,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,8,10.24,96.75739,4.572206711,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,9,7.186,67.85583,4.217385307,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,10,5.456,51.52017,3.941973381,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,11,3.593,33.92792,3.524238274,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,12,2.555,24.12652,3.18331165,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,13,1.676,15.83303,2.762098264,no
224_2016-06-14,224,2016-06-14,2016,6,166,7:56:00,14,1.077,10.17838,2.320265863,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,0,100,1718.489,7.449200695,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,0.5,80.88,1110.943,7.012964483,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,1,65.46,895.2804,6.797136965,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,2,55.28,756.0145,6.628060556,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,3,43.52,595.262,6.389001645,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,4,30.95,423.3682,6.04824225,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,5,24.44,334.238,5.811853314,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,6,18.03,246.6995,5.508170997,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,7,13.03,178.2603,5.183244842,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,8,9.718,132.8994,4.889592451,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,9,7.332,100.2714,4.60788051,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,10,5.411,74.00985,4.304198192,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,11,3.666,50.1357,3.914733329,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,12,2.676,36.60702,3.600240025,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,13,1.803,24.66995,3.205585904,no
224_2016-06-28,224,2016-06-28,2016,6,180,10:05:00,14,1.21,16.55274,2.806551647,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,0,100,1313.8,7.18067898,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,0.5,53.23,628.2948,6.443009483,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,1,43.65,515.2017,6.244558474,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,2,29.38,346.8187,5.848802165,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,3,25.55,301.5815,5.709040295,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,4,19.37,228.6993,5.43240804,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,5,10.75,126.9155,4.843521511,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,6,6.068,71.6256,4.271452552,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,7,5.11,60.3163,4.099602382,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,8,4.258,50.26358,3.917280759,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,9,3.3,38.95428,3.662388651,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,10,2.235,26.38838,3.272923762,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,11,1.916,22.61861,3.118773019,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,12,1.224,14.45078,2.670748392,no
224_2016-07-19,224,2016-07-19,2016,7,201,7:58:00,13,0.904,10.68101,2.368467398,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,0,100,431.65,6.067615075,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,0.5,72.19,311.6342,5.741830064,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,1,55.6,240.0086,5.480674756,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,2,36.09,155.8171,5.048682884,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,3,26.78,115.6062,4.750189588,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,4,21.54,92.98763,4.532466474,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,5,16.01,69.11243,4.235734599,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,6,9.315,40.21087,3.694137357,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,7,6.258,27.01668,3.296454453,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,8,4.57,19.72846,2.982062263,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,9,3.144,13.57117,2.60794769,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,10,2.183,9.424421,2.243304299,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,11,1.572,6.785583,1.914800214,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,12,1.193,5.152017,1.639388288,no
224_2016-08-04,224,2016-08-04,2016,8,217,10:20:00,13,0.931,4.021087,1.391552264,no
224_2016-08-16,224,2016-08-16,2016,8,229,8:20:00,0,100,719.4,6.578417531,no
224_2016-08-16,224,2016-08-16,2016,8,229,8:20:00,0.5,67.65,438.5497,6.083473146,no
224_2016-08-16,224,2016-08-16,2016,8,229,8:20:00,1,56.21,364.411,5.898282352,no
224_2016-08-16,224,2016-08-16,2016,8,229,8:20:00,2,39.54,256.3443,5.546521463,no
