"Plot Title: 2022spring-10922202-logger_comparison"
"#","Date","Time, GMT-06:00","DO conc, mg/L (LGR S/N: 10922202, SEN S/N: 10922202)","Temp, °C (LGR S/N: 10922202, SEN S/N: 10922202)","Coupler Attached (LGR S/N: 10922202)","Host Connected (LGR S/N: 10922202)","Stopped (LGR S/N: 10922202)","End Of File (LGR S/N: 10922202)"
1,05/26/22,04:00:00  PM,8.80,20.82,,,,
2,05/26/22,04:05:00  PM,8.85,20.68,,,,
3,05/26/22,04:10:00  PM,8.87,20.54,,,,
4,05/26/22,04:15:00  PM,8.88,20.42,,,,
5,05/26/22,04:20:00  PM,8.91,20.32,,,,
6,05/26/22,04:25:00  PM,9.22,20.00,,,,
7,05/26/22,04:30:00  PM,10.38,16.64,,,,
8,05/26/22,04:35:00  PM,10.72,15.70,,,,
9,05/26/22,04:40:00  PM,10.92,15.34,,,,
10,05/26/22,04:45:00  PM,10.87,15.38,,,,
11,05/26/22,04:50:00  PM,11.03,15.46,,,,
12,05/26/22,04:55:00  PM,10.95,15.50,,,,
13,05/26/22,05:00:00  PM,10.95,15.52,,,,
14,05/26/22,05:05:00  PM,10.88,15.52,,,,
15,05/26/22,05:10:00  PM,10.85,15.50,,,,
16,05/26/22,05:15:00  PM,10.86,15.50,,,,
17,05/26/22,05:20:00  PM,10.90,15.52,,,,
18,05/26/22,05:25:00  PM,10.78,15.60,,,,
19,05/26/22,05:30:00  PM,10.78,15.66,,,,
20,05/26/22,05:35:00  PM,10.74,15.72,,,,
21,05/26/22,05:40:00  PM,10.73,15.70,,,,
22,05/26/22,05:45:00  PM,10.73,15.68,,,,
23,05/26/22,05:50:00  PM,10.71,15.66,,,,
24,05/26/22,05:55:00  PM,10.96,15.64,,,,
25,05/26/22,06:00:00  PM,10.84,15.66,,,,
26,05/26/22,06:05:00  PM,10.94,15.66,,,,
27,05/26/22,06:10:00  PM,10.95,15.68,,,,
28,05/26/22,06:15:00  PM,10.87,15.68,,,,
29,05/26/22,06:20:00  PM,10.83,15.68,,,,
30,05/26/22,06:25:00  PM,10.81,15.68,,,,
31,05/26/22,06:30:00  PM,11.07,15.66,,,,
32,05/26/22,06:35:00  PM,11.01,15.64,,,,
33,05/26/22,06:40:00  PM,10.84,15.60,,,,
34,05/26/22,06:45:00  PM,10.89,15.54,,,,
35,05/26/22,06:50:00  PM,10.95,15.52,,,,
36,05/26/22,06:55:00  PM,10.99,15.54,,,,
37,05/26/22,07:00:00  PM,10.92,15.56,,,,
38,05/26/22,07:05:00  PM,10.94,15.56,,,,
