"Plot Title: 2022spring-20078556-logger_comparison"
"#","Date","Time, GMT-06:00","DO conc, mg/L (LGR S/N: 20078556, SEN S/N: 20078556)","Temp, °C (LGR S/N: 20078556, SEN S/N: 20078556)","Coupler Attached (LGR S/N: 20078556)","Host Connected (LGR S/N: 20078556)","Stopped (LGR S/N: 20078556)","End Of File (LGR S/N: 20078556)"
1,05/26/22,04:00:00  PM,8.64,18.40,,,,
2,05/26/22,04:05:00  PM,8.64,18.42,,,,
3,05/26/22,04:10:00  PM,8.65,18.48,,,,
4,05/26/22,04:15:00  PM,8.60,18.54,,,,
5,05/26/22,04:20:00  PM,8.60,18.62,,,,
6,05/26/22,04:25:00  PM,8.81,17.96,,,,
7,05/26/22,04:30:00  PM,10.43,16.26,,,,
8,05/26/22,04:35:00  PM,10.76,15.52,,,,
9,05/26/22,04:40:00  PM,10.89,15.26,,,,
10,05/26/22,04:45:00  PM,10.91,15.32,,,,
11,05/26/22,04:50:00  PM,10.94,15.40,,,,
12,05/26/22,04:55:00  PM,10.92,15.46,,,,
13,05/26/22,05:00:00  PM,10.88,15.48,,,,
14,05/26/22,05:05:00  PM,10.84,15.46,,,,
15,05/26/22,05:10:00  PM,10.87,15.44,,,,
16,05/26/22,05:15:00  PM,10.83,15.46,,,,
17,05/26/22,05:20:00  PM,10.89,15.48,,,,
18,05/26/22,05:25:00  PM,10.81,15.58,,,,
19,05/26/22,05:30:00  PM,10.81,15.64,,,,
20,05/26/22,05:35:00  PM,10.81,15.68,,,,
21,05/26/22,05:40:00  PM,10.80,15.66,,,,
22,05/26/22,05:45:00  PM,10.81,15.64,,,,
23,05/26/22,05:50:00  PM,10.80,15.64,,,,
24,05/26/22,05:55:00  PM,10.87,15.62,,,,
25,05/26/22,06:00:00  PM,10.84,15.64,,,,
26,05/26/22,06:05:00  PM,10.85,15.64,,,,
27,05/26/22,06:10:00  PM,10.85,15.64,,,,
28,05/26/22,06:15:00  PM,10.81,15.64,,,,
29,05/26/22,06:20:00  PM,10.76,15.64,,,,
30,05/26/22,06:25:00  PM,10.75,15.64,,,,
31,05/26/22,06:30:00  PM,10.91,15.62,,,,
32,05/26/22,06:35:00  PM,10.90,15.58,,,,
33,05/26/22,06:40:00  PM,10.82,15.54,,,,
34,05/26/22,06:45:00  PM,10.71,15.50,,,,
35,05/26/22,06:50:00  PM,10.76,15.48,,,,
36,05/26/22,06:55:00  PM,10.72,15.48,,,,
37,05/26/22,07:00:00  PM,10.78,15.48,,,,
38,05/26/22,07:05:00  PM,10.79,15.50,,,,
39,05/26/22,07:10:00  PM,10.80,15.48,,,,
40,05/26/22,07:15:00  PM,10.81,15.46,,,,
41,05/26/22,07:20:00  PM,10.77,15.46,,,,
42,05/26/22,07:25:00  PM,10.76,15.44,,,,
43,05/26/22,07:30:00  PM,10.62,15.38,,,,
44,05/26/22,07:35:00  PM,10.65,15.36,,,,
45,05/26/22,07:40:00  PM,10.72,15.28,,,,
46,05/26/22,07:45:00  PM,10.68,15.22,,,,
47,05/26/22,07:50:00  PM,10.79,15.18,,,,
48,05/26/22,07:55:00  PM,10.70,15.18,,,,
49,05/26/22,08:00:00  PM,10.80,15.18,,,,
50,05/26/22,08:05:00  PM,10.75,15.18,,,,
51,05/26/22,08:10:00  PM,10.72,15.16,,,,
52,05/26/22,08:15:00  PM,10.70,15.14,,,,
53,05/26/22,08:20:00  PM,10.64,15.12,,,,
54,05/26/22,08:25:00  PM,10.64,15.10,,,,
55,05/26/22,08:30:00  PM,10.59,15.08,,,,
56,05/26/22,08:35:00  PM,10.61,15.08,,,,
57,05/26/22,08:40:00  PM,10.63,15.06,,,,
58,05/26/22,08:45:00  PM,10.61,15.06,,,,
59,05/26/22,08:50:00  PM,10.57,15.04,,,,
60,05/26/22,08:55:00  PM,10.62,15.04,,,,
61,05/26/22,09:00:00  PM,10.57,15.02,,,,
62,05/26/22,09:05:00  PM,10.65,14.98,,,,
63,05/26/22,09:10:00  PM,10.56,14.96,,,,
64,05/26/22,09:15:00  PM,10.54,14.94,,,,
65,05/26/22,09:20:00  PM,10.56,14.92,,,,
66,05/26/22,09:25:00  PM,10.62,14.90,,,,
67,05/26/22,09:30:00  PM,10.59,14.88,,,,
68,05/26/22,09:35:00  PM,10.59,14.86,,,,
69,05/26/22,09:40:00  PM,10.54,14.82,,,,
