"Plot Title: 2022spring-20305448-logger_comparison"
"#","Date","Time, GMT-06:00","DO conc, mg/L (LGR S/N: 20305448, SEN S/N: 20305448)","Temp, °C (LGR S/N: 20305448, SEN S/N: 20305448)","Coupler Attached (LGR S/N: 20305448)","Host Connected (LGR S/N: 20305448)","Stopped (LGR S/N: 20305448)","End Of File (LGR S/N: 20305448)"
1,05/26/22,04:00:00  PM,8.88,20.64,,,,
2,05/26/22,04:05:00  PM,8.77,21.16,,,,
3,05/26/22,04:10:00  PM,8.75,21.28,,,,
4,05/26/22,04:15:00  PM,8.72,21.36,,,,
5,05/26/22,04:20:00  PM,8.95,19.22,,,,
6,05/26/22,04:25:00  PM,10.54,16.50,,,,
7,05/26/22,04:30:00  PM,10.87,15.70,,,,
8,05/26/22,04:35:00  PM,10.96,15.34,,,,
9,05/26/22,04:40:00  PM,11.00,15.18,,,,
10,05/26/22,04:45:00  PM,10.90,15.28,,,,
11,05/26/22,04:50:00  PM,11.11,15.36,,,,
12,05/26/22,04:55:00  PM,11.06,15.44,,,,
13,05/26/22,05:00:00  PM,11.01,15.48,,,,
14,05/26/22,05:05:00  PM,11.04,15.50,,,,
15,05/26/22,05:10:00  PM,10.99,15.48,,,,
16,05/26/22,05:15:00  PM,10.95,15.48,,,,
17,05/26/22,05:20:00  PM,10.72,15.48,,,,
18,05/26/22,05:25:00  PM,10.83,15.56,,,,
19,05/26/22,05:30:00  PM,10.73,15.64,,,,
20,05/26/22,05:35:00  PM,10.66,15.68,,,,
21,05/26/22,05:40:00  PM,10.63,15.66,,,,
22,05/26/22,05:45:00  PM,10.62,15.66,,,,
23,05/26/22,05:50:00  PM,10.66,15.64,,,,
24,05/26/22,05:55:00  PM,10.92,15.64,,,,
25,05/26/22,06:00:00  PM,11.04,15.64,,,,
26,05/26/22,06:05:00  PM,11.04,15.64,,,,
27,05/26/22,06:10:00  PM,11.07,15.66,,,,
28,05/26/22,06:15:00  PM,11.04,15.66,,,,
29,05/26/22,06:20:00  PM,11.01,15.66,,,,
30,05/26/22,06:25:00  PM,10.99,15.66,,,,
31,05/26/22,06:30:00  PM,11.07,15.66,,,,
32,05/26/22,06:35:00  PM,11.01,15.62,,,,
33,05/26/22,06:40:00  PM,10.97,15.62,,,,
34,05/26/22,06:45:00  PM,10.83,15.56,,,,
35,05/26/22,06:50:00  PM,10.90,15.54,,,,
36,05/26/22,06:55:00  PM,10.89,15.54,,,,
37,05/26/22,07:00:00  PM,10.81,15.54,,,,
38,05/26/22,07:05:00  PM,10.84,15.54,,,,
39,05/26/22,07:10:00  PM,10.85,15.52,,,,
40,05/26/22,07:15:00  PM,10.64,15.50,,,,
41,05/26/22,07:20:00  PM,10.62,15.48,,,,
42,05/26/22,07:25:00  PM,10.58,15.46,,,,
43,05/26/22,07:30:00  PM,10.58,15.42,,,,
44,05/26/22,07:35:00  PM,10.66,15.38,,,,
45,05/26/22,07:40:00  PM,10.70,15.34,,,,
46,05/26/22,07:45:00  PM,10.62,15.28,,,,
47,05/26/22,07:50:00  PM,10.59,15.26,,,,
48,05/26/22,07:55:00  PM,10.70,15.24,,,,
49,05/26/22,08:00:00  PM,10.70,15.22,,,,
50,05/26/22,08:05:00  PM,10.78,15.20,,,,
51,05/26/22,08:10:00  PM,10.83,15.20,,,,
52,05/26/22,08:15:00  PM,10.81,15.18,,,,
53,05/26/22,08:20:00  PM,10.81,15.18,,,,
54,05/26/22,08:25:00  PM,10.80,15.16,,,,
55,05/26/22,08:30:00  PM,10.77,15.14,,,,
56,05/26/22,08:35:00  PM,10.73,15.14,,,,
57,05/26/22,08:40:00  PM,10.75,15.14,,,,
58,05/26/22,08:45:00  PM,10.77,15.14,,,,
59,05/26/22,08:50:00  PM,10.78,15.12,,,,
60,05/26/22,08:55:00  PM,10.80,15.10,,,,
61,05/26/22,09:00:00  PM,10.83,15.08,,,,
62,05/26/22,09:05:00  PM,10.83,15.06,,,,
63,05/26/22,09:10:00  PM,10.81,15.04,,,,
64,05/26/22,09:15:00  PM,10.80,15.02,,,,
65,05/26/22,09:20:00  PM,10.83,14.98,,,,
66,05/26/22,09:25:00  PM,10.79,14.96,,,,
67,05/26/22,09:30:00  PM,10.78,14.94,,,,
68,05/26/22,09:35:00  PM,10.77,14.92,,,,
69,05/26/22,09:40:00  PM,10.69,14.90,,,,
70,05/26/22,09:45:00  PM,10.66,14.90,,,,
71,05/26/22,09:50:00  PM,10.67,14.86,,,,
72,05/26/22,09:55:00  PM,10.69,14.84,,,,
73,05/26/22,10:00:00  PM,10.73,14.82,,,,
74,05/26/22,10:05:00  PM,10.76,14.80,,,,
75,05/26/22,10:10:00  PM,10.75,14.78,,,,
76,05/26/22,10:15:00  PM,10.77,14.72,,,,
77,05/26/22,10:20:00  PM,10.76,14.54,,,,
78,05/26/22,10:25:00  PM,10.75,14.60,,,,
79,05/26/22,10:30:00  PM,10.67,14.60,,,,
80,05/26/22,10:35:00  PM,10.65,14.62,,,,
81,05/26/22,10:40:00  PM,10.63,14.58,,,,
82,05/26/22,10:45:00  PM,10.65,14.50,,,,
83,05/26/22,10:50:00  PM,10.74,14.40,,,,
84,05/26/22,10:55:00  PM,10.80,14.32,,,,
85,05/26/22,11:00:00  PM,10.78,14.28,,,,
86,05/26/22,11:05:00  PM,10.74,14.32,,,,
87,05/26/22,11:10:00  PM,10.68,14.34,,,,
88,05/26/22,11:15:00  PM,10.68,14.38,,,,
89,05/26/22,11:20:00  PM,10.69,14.36,,,,
90,05/26/22,11:25:00  PM,10.70,14.36,,,,
