"Plot Title: 2022spring-20141996-logger_comparison"
"#","Date","Time, GMT-06:00","DO conc, mg/L (LGR S/N: 20141996, SEN S/N: 20141996)","Temp, °C (LGR S/N: 20141996, SEN S/N: 20141996)","Coupler Attached (LGR S/N: 20141996)","Host Connected (LGR S/N: 20141996)","Stopped (LGR S/N: 20141996)","End Of File (LGR S/N: 20141996)"
1,05/26/22,04:00:00  PM,8.84,20.78,,,,
2,05/26/22,04:05:00  PM,8.89,20.78,,,,
3,05/26/22,04:10:00  PM,8.95,20.12,,,,
4,05/26/22,04:15:00  PM,9.67,18.70,,,,
5,05/26/22,04:20:00  PM,10.54,16.20,,,,
6,05/26/22,04:25:00  PM,10.83,15.38,,,,
7,05/26/22,04:30:00  PM,10.89,15.12,,,,
8,05/26/22,04:35:00  PM,10.81,15.02,,,,
9,05/26/22,04:40:00  PM,10.86,15.00,,,,
10,05/26/22,04:45:00  PM,10.84,15.16,,,,
11,05/26/22,04:50:00  PM,10.90,15.34,,,,
12,05/26/22,04:55:00  PM,10.80,15.40,,,,
13,05/26/22,05:00:00  PM,10.79,15.46,,,,
14,05/26/22,05:05:00  PM,10.73,15.48,,,,
15,05/26/22,05:10:00  PM,10.70,15.46,,,,
16,05/26/22,05:15:00  PM,10.68,15.46,,,,
17,05/26/22,05:20:00  PM,10.67,15.48,,,,
18,05/26/22,05:25:00  PM,10.65,15.56,,,,
19,05/26/22,05:30:00  PM,10.63,15.64,,,,
20,05/26/22,05:35:00  PM,10.57,15.68,,,,
21,05/26/22,05:40:00  PM,10.55,15.68,,,,
22,05/26/22,05:45:00  PM,10.59,15.66,,,,
23,05/26/22,05:50:00  PM,10.58,15.64,,,,
24,05/26/22,05:55:00  PM,10.73,15.62,,,,
25,05/26/22,06:00:00  PM,10.70,15.62,,,,
26,05/26/22,06:05:00  PM,10.78,15.62,,,,
27,05/26/22,06:10:00  PM,10.73,15.64,,,,
28,05/26/22,06:15:00  PM,10.70,15.64,,,,
29,05/26/22,06:20:00  PM,10.65,15.64,,,,
30,05/26/22,06:25:00  PM,10.66,15.64,,,,
31,05/26/22,06:30:00  PM,11.00,15.62,,,,
32,05/26/22,06:35:00  PM,10.84,15.60,,,,
33,05/26/22,06:40:00  PM,10.89,15.58,,,,
34,05/26/22,06:45:00  PM,10.82,15.54,,,,
35,05/26/22,06:50:00  PM,10.88,15.50,,,,
36,05/26/22,06:55:00  PM,10.92,15.50,,,,
37,05/26/22,07:00:00  PM,10.79,15.50,,,,
38,05/26/22,07:05:00  PM,10.74,15.50,,,,
39,05/26/22,07:10:00  PM,10.77,15.48,,,,
40,05/26/22,07:15:00  PM,10.82,15.46,,,,
41,05/26/22,07:20:00  PM,10.74,15.44,,,,
42,05/26/22,07:25:00  PM,10.77,15.42,,,,
43,05/26/22,07:30:00  PM,10.81,15.38,,,,
44,05/26/22,07:35:00  PM,10.73,15.36,,,,
45,05/26/22,07:40:00  PM,10.74,15.32,,,,
46,05/26/22,07:45:00  PM,10.81,15.26,,,,
47,05/26/22,07:50:00  PM,10.82,15.22,,,,
48,05/26/22,07:55:00  PM,10.74,15.20,,,,
49,05/26/22,08:00:00  PM,10.73,15.18,,,,
50,05/26/22,08:05:00  PM,10.80,15.16,,,,
51,05/26/22,08:10:00  PM,10.79,15.16,,,,
52,05/26/22,08:15:00  PM,10.74,15.12,,,,
53,05/26/22,08:20:00  PM,10.67,15.12,,,,
54,05/26/22,08:25:00  PM,10.68,15.10,,,,
55,05/26/22,08:30:00  PM,10.81,15.08,,,,
56,05/26/22,08:35:00  PM,10.80,15.06,,,,
57,05/26/22,08:40:00  PM,10.77,15.06,,,,
58,05/26/22,08:45:00  PM,10.74,15.06,,,,
